DBN,BN,School Name,School Type,Borough,Enrollment,State & Local Funding (M),Federal Funding (M),Total Funding (M),Economic Need Index (%),Graduation Rate (%),College Readiness Index (%),College & Career Preparatory Course Index (%),Avg Regents Score - English (%),Avg Regents Score - Algebra I (%),Asian (%),Black (%),Hispanic (%),White (%),Unrepresented Race (%),Students Graduated,College Readiness Index,College & Career Preparatory Course Index,Economic Need Index,White,Hispanic,Black,Asian,Unrepresented Race,Years of principal experience,Avg Grade 8 English Proficiency,Avg Grade 8 Math Proficiency,Teacher Attendance (%),Student Attendance (%),Students with 90%+ Attendance (%),English Language Learners (%),Students with Disabilities (%),Temp Housing (%),HRA Eligible (%),Teachers w/ 3+ years of experience (%),Students Chronically Absent (%),Graduation
24Q585,Q585,Maspeth High School,High School,Queens,1212,12.926,0.087,13.013,0.546,0.984,0.944,0.853,81.8,73.9,0.174,0.017,0.464,0.276,0.069,249,249,249,662,335,562,21,211,84,8.1,3.329,3.348,0.983,0.934,0.799,0.03,0.154,0.025,0.465,0.647,0.201,High Graduation
24Q600,Q600,Queens Technical High School,High School,Queens,1522,21.033,1.388,22.422,0.762,0.813,0.683,0.682,78.4,69.6,0.095,0.051,0.797,0.054,0.003,363,363,363,1160,82,1213,78,145,5,8.9,2.947,2.987,0.956,0.921,0.812,0.073,0.181,0.053,0.693,0.835,0.188,Medium Graduation
24Q610,Q610,Aviation Career & Technical Education High School,High School,Queens,2088,27.026,1.536,28.562,0.666,0.97,0.911,0.848,85.6,77.7,0.37,0.04,0.459,0.095,0.036,463,463,463,1391,198,958,84,773,75,2.9,3.42,3.681,0.964,0.974,0.943,0.029,0.139,0.032,0.582,0.873,0.057,High Graduation
25Q240,Q240,Veritas Academy,High School,Queens,567,8.021,0.327,8.348,0.697,0.856,0.597,0.435,79.6,69.3,0.134,0.125,0.61,0.093,0.038,139,139,139,395,53,346,71,76,22,6.1,2.866,2.791,0.968,0.887,0.651,0.079,0.183,0.071,0.589,0.675,0.349,Medium Graduation
25Q241,Q241,Queens High School for Language Studies,High School,Queens,424,5.252,0.247,5.498,0.764,0.913,0.738,0.825,78.4,77.0,0.594,0.064,0.281,0.031,0.03,103,103,103,324,13,119,27,252,13,5.9,2.985,3.164,0.97,0.933,0.806,0.226,0.064,0.052,0.613,0.793,0.194,Medium Graduation
25Q252,Q252,"Queens School of Inquiry, The",High School,Queens,335,10.118,0.013,10.131,0.51,0.974,0.923,0.885,81.3,76.5,0.352,0.17,0.239,0.188,0.051,78,78,78,171,63,80,57,118,17,9.0,3.257,3.355,0.967,0.94,0.848,0.024,0.155,0.012,0.409,0.76,0.152,High Graduation
25Q263,Q263,Flushing International High School,High School,Queens,426,6.009,0.297,6.307,0.948,0.651,0.358,0.538,58.5,61.2,0.448,0.019,0.486,0.042,0.005,106,106,106,404,18,207,8,191,2,7.9,1.84,2.489,0.967,0.887,0.671,0.869,0.026,0.251,0.608,0.9,0.329,Low Graduation
25Q281,Q281,East-West School of International Studies,High School,Queens,352,10.495,0.392,10.887,0.616,0.959,0.808,0.726,81.2,71.4,0.588,0.105,0.224,0.065,0.018,73,73,73,217,23,79,37,207,6,2.4,3.074,3.418,0.965,0.932,0.798,0.051,0.156,0.026,0.523,0.639,0.202,High Graduation
25Q285,Q285,World Journalism Preparatory: A College Board Scho,High School,Queens,325,7.541,0.087,7.628,0.463,0.986,0.792,0.764,84.3,68.0,0.138,0.049,0.36,0.422,0.031,72,72,72,150,137,117,16,45,10,2.7,3.263,3.106,0.974,0.915,0.726,0.012,0.188,0.049,0.366,0.975,0.274,High Graduation
25Q425,Q425,John Bowne High School,High School,Queens,3522,43.786,2.2,45.986,0.749,0.77,0.555,0.513,77.1,66.2,0.296,0.19,0.435,0.055,0.024,893,893,893,2638,194,1532,669,1043,85,1.2,2.866,2.844,0.959,0.849,0.617,0.176,0.15,0.069,0.634,0.861,0.383,Low Graduation
25Q460,Q460,Flushing High School,High School,Queens,1595,25.144,1.272,26.415,0.775,0.701,0.474,0.462,68.1,62.8,0.159,0.193,0.589,0.032,0.027,405,405,405,1236,51,939,308,254,43,1.8,2.751,2.633,0.967,0.844,0.561,0.208,0.127,0.11,0.648,0.504,0.439,Low Graduation
25Q525,Q525,Townsend Harris High School,High School,Queens,1182,12.68,0.127,12.807,0.386,0.997,0.997,1.0,95.3,87.5,0.558,0.052,0.124,0.193,0.073,288,288,288,456,228,147,61,660,86,2.2,4.153,4.294,0.957,0.971,0.948,0.001,0.043,0.011,0.289,0.929,0.052,High Graduation
25Q670,Q670,Robert F. Kennedy Community High School,High School,Queens,702,9.569,0.421,9.99,0.7,0.919,0.741,0.73,77.5,73.9,0.355,0.128,0.349,0.14,0.028,185,185,185,491,98,245,90,249,20,2.9,2.836,2.882,0.959,0.898,0.682,0.08,0.175,0.038,0.621,0.864,0.318,Medium Graduation
26Q315,Q315,Business Technology Early College High School,High School,Queens,519,5.642,0.215,5.857,0.587,0.941,0.663,0.703,76.0,62.9,0.245,0.439,0.193,0.062,0.061,101,101,101,305,32,100,228,127,32,2.4,3.052,2.922,0.984,0.866,0.595,0.04,0.125,0.075,0.491,0.677,0.405,Medium Graduation
26Q415,Q415,Benjamin N. Cardozo High School,High School,Queens,3609,37.11,0.269,37.379,0.507,0.903,0.77,0.664,81.1,69.6,0.422,0.215,0.208,0.136,0.019,943,943,943,1830,491,751,776,1523,69,2.9,3.221,3.332,0.963,0.92,0.78,0.046,0.134,0.037,0.421,0.816,0.22,Medium Graduation
26Q430,Q430,Francis Lewis High School,High School,Queens,4492,49.265,2.415,51.679,0.599,0.903,0.84,0.816,83.1,80.0,0.567,0.061,0.215,0.149,0.008,1108,1108,1108,2691,669,966,274,2547,36,5.9,3.291,3.492,0.968,0.921,0.796,0.105,0.146,0.05,0.493,0.904,0.204,Medium Graduation
26Q435,Q435,Martin Van Buren High School,High School,Queens,1162,16.817,0.77,17.587,0.674,0.787,0.554,0.503,74.0,63.5,0.288,0.453,0.176,0.032,0.051,287,287,287,783,37,205,526,335,59,7.1,2.758,2.579,0.967,0.878,0.641,0.13,0.115,0.083,0.559,0.924,0.359,Low Graduation
26Q495,Q495,Bayside High School,High School,Queens,2850,36.654,1.613,38.266,0.517,0.975,0.876,0.968,77.5,70.6,0.379,0.131,0.25,0.198,0.042,710,710,710,1473,564,712,373,1080,120,10.9,3.105,3.232,0.97,0.928,0.781,0.082,0.166,0.059,0.416,0.93,0.219,High Graduation
26Q566,Q566,"Queens High School of Teaching, Liberal Arts and t",High School,Queens,1070,14.008,0.089,14.097,0.408,0.93,0.576,0.421,73.9,62.4,0.207,0.526,0.148,0.072,0.047,271,271,271,437,77,158,563,221,50,2.7,2.881,2.678,0.957,0.9,0.694,0.024,0.201,0.029,0.329,0.828,0.306,Medium Graduation
27Q260,Q260,Frederick Douglass Academy VI High School,High School,Queens,346,6.127,0.262,6.389,0.877,0.478,0.087,0.152,62.1,54.7,0.012,0.491,0.462,0.006,0.029,92,92,92,303,2,160,170,4,10,4.9,2.385,2.042,0.971,0.782,0.408,0.303,0.199,0.194,0.659,0.769,0.592,Low Graduation
27Q262,Q262,Channel View School for Research,High School,Queens,553,14.932,0.566,15.498,0.63,0.925,0.667,0.521,82.1,64.9,0.071,0.456,0.316,0.141,0.016,120,120,120,348,78,175,252,39,9,4.8,3.01,2.763,0.958,0.897,0.637,0.014,0.125,0.029,0.524,0.716,0.363,Medium Graduation
27Q302,Q302,"Queens High School for Information, Research, and",High School,Queens,466,6.343,0.247,6.59,0.806,0.817,0.557,0.397,72.6,63.7,0.052,0.408,0.483,0.032,0.025,131,131,131,376,15,225,190,24,12,5.0,2.608,2.336,0.969,0.847,0.575,0.217,0.208,0.109,0.661,0.867,0.425,Medium Graduation
27Q308,Q308,Robert H. Goddard High School of Communication Art,High School,Queens,629,7.232,0.29,7.522,0.574,0.918,0.684,0.775,82.9,74.8,0.262,0.075,0.377,0.238,0.048,158,158,158,361,150,237,47,165,30,8.9,3.008,2.792,0.971,0.933,0.811,0.038,0.194,0.038,0.477,0.947,0.189,Medium Graduation
27Q309,Q309,Academy of Medical Technology: A College Board Sch,High School,Queens,400,8.647,0.461,9.108,0.83,0.667,0.342,0.202,70.3,58.8,0.075,0.383,0.475,0.043,0.024,114,114,114,332,17,190,153,30,10,3.7,2.686,2.321,0.971,0.857,0.556,0.168,0.155,0.085,0.703,0.88,0.444,Low Graduation
27Q314,Q314,Epic High School - South,High School,Queens,382,5.581,0.157,5.738,0.661,0.83,0.386,0.216,72.0,60.7,0.275,0.319,0.285,0.031,0.09,88,88,88,253,12,109,122,105,34,3.1,2.658,2.447,0.953,0.843,0.484,0.089,0.194,0.065,0.573,0.556,0.516,Medium Graduation
27Q323,Q323,Scholars' Academy,High School,Queens,691,13.668,0.049,13.717,0.345,1.0,0.962,1.0,88.7,74.0,0.145,0.207,0.208,0.427,0.013,157,157,157,238,295,144,143,100,9,14.1,3.852,4.046,0.964,0.935,0.827,0.0,0.148,0.013,0.243,0.743,0.173,High Graduation
27Q324,Q324,Rockaway Park High School for Environmental Sustai,High School,Queens,304,5.197,0.295,5.492,0.852,0.737,0.389,0.221,65.2,58.7,0.03,0.431,0.401,0.092,0.046,95,95,95,259,28,122,131,9,14,8.4,2.574,2.25,0.967,0.776,0.373,0.122,0.293,0.168,0.757,0.917,0.627,Low Graduation
27Q334,Q334,Epic High School - North,High School,Queens,411,5.226,0.178,5.404,0.693,0.807,0.466,0.273,70.9,59.1,0.273,0.168,0.414,0.054,0.091,88,88,88,285,22,170,69,112,37,0.9,2.716,2.53,0.975,0.851,0.548,0.097,0.153,0.073,0.582,0.556,0.452,Medium Graduation
27Q351,Q351,Rockaway Collegiate High School,High School,Queens,306,5.041,0.187,5.228,0.825,0.642,0.284,0.222,67.2,62.7,0.029,0.559,0.353,0.052,0.007,81,81,81,252,16,108,171,9,2,0.8,2.472,2.264,0.946,0.797,0.417,0.082,0.304,0.101,0.739,0.667,0.583,Low Graduation
27Q400,Q400,August Martin High School,High School,Queens,311,7.256,0.386,7.641,0.718,0.839,0.429,0.196,68.8,65.3,0.125,0.666,0.148,0.013,0.048,56,56,56,223,4,46,207,39,15,4.1,2.401,2.182,0.992,0.885,0.622,0.061,0.232,0.132,0.624,0.643,0.378,Medium Graduation
27Q475,Q475,Richmond Hill High School,High School,Queens,1576,27.147,1.406,28.553,0.774,0.677,0.443,0.45,69.6,65.2,0.315,0.123,0.456,0.041,0.065,467,467,467,1220,65,719,194,496,102,5.9,2.675,2.544,0.96,0.877,0.648,0.23,0.143,0.073,0.624,0.847,0.352,Low Graduation
27Q480,Q480,John Adams High School,High School,Queens,2366,34.371,1.84,36.211,0.747,0.819,0.57,0.47,74.5,67.9,0.361,0.245,0.322,0.027,0.045,554,554,554,1767,64,762,580,854,106,7.1,2.709,2.491,0.958,0.87,0.617,0.139,0.14,0.115,0.615,0.657,0.383,Medium Graduation
27Q650,Q650,"High School for Construction Trades, Engineering a",High School,Queens,1066,13.381,0.263,13.644,0.529,0.983,0.895,0.924,82.6,77.5,0.308,0.09,0.365,0.119,0.118,237,237,237,564,127,389,96,328,126,9.4,3.28,3.351,0.96,0.939,0.832,0.016,0.162,0.019,0.421,0.815,0.168,High Graduation
28Q157,Q157,J.H.S. 157 Stephen A. Halsey,High School,Queens,38,19.719,0.217,19.935,0.819,0.836,0.565,0.485,73.367,80.5,0.289,0.158,0.237,0.316,0.0,149,149,149,31,12,9,6,11,0,13.9,2.406,2.406,0.969,0.923,0.737,0.289,0.316,0.132,0.737,0.75,0.263,Medium Graduation
28Q167,Q167,Metropolitan Expeditionary Learning School,High School,Queens,454,10.946,0.42,11.366,0.532,0.954,0.769,0.468,80.9,62.8,0.161,0.183,0.441,0.152,0.063,108,108,108,242,69,200,83,73,29,9.1,2.978,2.817,0.968,0.936,0.813,0.007,0.194,0.044,0.436,0.836,0.187,High Graduation
28Q284,Q284,York Early College Academy,High School,Queens,368,6.991,0.286,7.277,0.499,0.966,0.886,0.977,88.4,69.7,0.272,0.514,0.092,0.011,0.111,88,88,88,184,4,34,189,100,41,3.6,3.448,3.606,0.97,0.933,0.827,0.0,0.092,0.046,0.399,0.933,0.173,High Graduation
28Q310,Q310,Queens Collegiate: A College Board School,High School,Queens,416,8.784,0.384,9.168,0.693,0.817,0.495,0.399,71.9,65.0,0.303,0.399,0.192,0.014,0.092,109,109,109,288,6,80,166,126,38,11.1,2.784,2.66,0.946,0.862,0.6,0.123,0.149,0.063,0.567,0.83,0.4,Medium Graduation
28Q325,Q325,Hillside Arts & Letters Academy,High School,Queens,447,6.401,0.25,6.652,0.706,0.91,0.613,0.874,70.1,66.9,0.201,0.412,0.293,0.025,0.069,111,111,111,316,11,131,184,90,31,4.1,2.691,2.414,0.982,0.868,0.602,0.141,0.192,0.081,0.615,0.793,0.398,Medium Graduation
28Q328,Q328,High School for Community Leadership,High School,Queens,464,6.094,0.254,6.349,0.693,0.939,0.757,0.835,77.3,73.3,0.231,0.353,0.28,0.045,0.091,115,115,115,322,21,130,164,107,42,9.1,2.829,2.624,0.973,0.841,0.481,0.149,0.155,0.097,0.575,0.821,0.519,Medium Graduation
28Q350,Q350,Jamaica Gateway to the Sciences,High School,Queens,494,6.179,0.247,6.426,0.654,0.913,0.762,0.734,80.0,69.4,0.381,0.344,0.16,0.026,0.089,126,126,126,323,13,79,170,188,44,8.1,2.905,2.951,0.972,0.898,0.665,0.099,0.148,0.109,0.559,0.767,0.335,Medium Graduation
28Q440,Q440,Forest Hills High School,High School,Queens,3806,40.212,1.898,42.11,0.586,0.866,0.764,0.662,81.5,67.4,0.241,0.071,0.354,0.295,0.039,1014,1014,1014,2230,1123,1347,270,917,148,6.735,3.187,3.249,0.961,0.882,0.713,0.086,0.159,0.046,0.463,0.885,0.287,Medium Graduation
28Q505,Q505,Hillcrest High School,High School,Queens,3300,37.706,2.02,39.726,0.734,0.776,0.594,0.578,76.4,65.8,0.325,0.263,0.337,0.032,0.043,803,803,803,2422,106,1112,868,1072,142,5.5,2.859,2.743,0.963,0.866,0.661,0.18,0.109,0.089,0.602,0.874,0.339,Low Graduation
28Q620,Q620,Thomas A. Edison Career and Technical Education Hi,High School,Queens,2196,27.126,1.588,28.714,0.605,0.921,0.874,0.854,81.0,74.3,0.483,0.178,0.232,0.041,0.066,517,517,517,1329,90,509,391,1061,145,6.9,3.39,3.509,0.966,0.938,0.859,0.022,0.135,0.043,0.519,0.85,0.141,Medium Graduation
28Q680,Q680,Queens Gateway to Health Sciences Secondary School,High School,Queens,426,8.679,0.055,8.734,0.52,0.958,0.917,0.917,83.6,65.5,0.451,0.265,0.11,0.052,0.122,96,96,96,222,22,47,113,192,52,7.2,3.538,3.587,0.961,0.931,0.816,0.019,0.131,0.028,0.441,0.7,0.184,High Graduation
28Q686,Q686,Queens Metropolitan High School,High School,Queens,1104,13.058,0.116,13.174,0.444,0.906,0.812,0.733,84.9,68.4,0.101,0.037,0.425,0.427,0.01,255,255,255,490,471,469,41,112,11,3.0,3.084,2.943,0.959,0.92,0.772,0.032,0.172,0.033,0.35,0.882,0.228,Medium Graduation
28Q687,Q687,Queens High School for the Sciences at York Colleg,High School,Queens,475,5.849,0.004,5.853,0.489,1.0,1.0,1.0,93.5,85.8,0.819,0.032,0.04,0.061,0.048,110,110,110,232,29,19,15,389,23,2.7,4.058,4.311,0.972,0.969,0.922,0.0,0.0,0.021,0.394,0.815,0.078,High Graduation
28Q690,Q690,High School for Law Enforcement and Public Safety,High School,Queens,462,6.723,0.239,6.962,0.692,0.809,0.464,0.2,72.4,58.5,0.123,0.578,0.247,0.017,0.035,110,110,110,320,8,114,267,57,16,5.6,2.615,2.423,0.971,0.868,0.628,0.069,0.212,0.121,0.6,0.742,0.372,Medium Graduation
28Q896,Q896,"Young Women's Leadership School, Queens",High School,Queens,299,6.385,0.277,6.663,0.597,0.987,0.829,0.691,79.4,65.6,0.358,0.431,0.104,0.033,0.074,76,76,76,179,10,31,129,107,22,6.1,3.399,3.244,0.981,0.921,0.736,0.017,0.164,0.07,0.495,0.914,0.264,High Graduation
29Q243,Q243,Institute for Health Professions at Cambria Height,High School,Queens,413,6.07,0.275,6.344,0.682,0.89,0.61,0.57,72.1,66.49,0.107,0.705,0.131,0.019,0.038,100,100,100,282,8,54,291,44,16,6.1,2.846,2.525,0.969,0.87,0.561,0.097,0.107,0.09,0.603,0.656,0.439,Medium Graduation
29Q248,Q248,Queens Preparatory Academy,High School,Queens,387,4.916,0.206,5.122,0.662,0.788,0.545,0.429,71.2,63.9,0.036,0.819,0.085,0.018,0.042,99,99,99,256,7,33,317,14,16,14.1,2.51,2.237,0.952,0.81,0.542,0.116,0.14,0.134,0.584,0.792,0.458,Low Graduation
29Q259,Q259,Pathways College Preparatory School: A College Boa,High School,Queens,353,7.646,0.26,7.906,0.522,0.84,0.56,0.62,76.1,63.9,0.065,0.853,0.045,0.017,0.02,75,75,75,184,6,16,301,23,7,2.9,2.785,2.419,0.972,0.901,0.762,0.048,0.147,0.071,0.445,0.833,0.238,Medium Graduation
29Q265,Q265,Excelsior Preparatory High School,High School,Queens,438,5.745,0.212,5.957,0.59,0.837,0.467,0.496,69.8,68.2,0.025,0.822,0.082,0.025,0.046,123,122,122,258,11,36,360,11,20,9.0,2.661,2.325,0.971,0.863,0.615,0.078,0.16,0.098,0.493,0.962,0.385,Medium Graduation
29Q272,Q272,George Washington Carver High School for the Scien,High School,Queens,417,6.309,0.359,6.668,0.619,0.717,0.465,0.152,75.6,60.3,0.043,0.734,0.151,0.012,0.06,99,99,99,258,5,63,306,18,25,15.1,2.719,2.479,0.941,0.847,0.626,0.05,0.173,0.101,0.518,0.926,0.374,Low Graduation
29Q283,Q283,Preparatory Academy for Writers: A College Board S,High School,Queens,371,6.853,0.263,7.116,0.532,0.887,0.567,0.402,77.8,66.3,0.03,0.903,0.057,0.0,0.01,97,97,97,197,0,21,335,11,4,10.0,2.893,2.649,0.958,0.845,0.584,0.024,0.151,0.059,0.453,0.97,0.416,Medium Graduation
29Q313,Q313,Benjamin Franklin High School for Finance & Inform,High School,Queens,389,6.14,0.279,6.418,0.689,0.837,0.435,0.473,73.1,63.3,0.147,0.602,0.165,0.021,0.065,92,92,92,268,8,64,234,57,25,0.9,2.637,2.402,0.975,0.849,0.524,0.131,0.177,0.113,0.571,0.9,0.476,Medium Graduation
29Q326,Q326,Cambria Heights Academy,High School,Queens,370,4.936,0.185,5.121,0.599,0.936,0.5,0.33,69.7,65.0,0.146,0.724,0.097,0.016,0.017,94,94,94,222,6,36,268,54,6,9.0,2.631,2.376,0.974,0.872,0.662,0.103,0.173,0.092,0.519,0.75,0.338,Medium Graduation
29Q327,Q327,Eagle Academy for Young Men III,High School,Queens,276,8.167,0.244,8.411,0.524,0.897,0.448,0.198,72.6,60.3,0.022,0.859,0.043,0.018,0.058,58,58,58,145,5,12,237,6,16,1.9,2.613,2.371,0.965,0.868,0.581,0.004,0.243,0.091,0.438,0.757,0.419,Medium Graduation
29Q492,Q492,"Mathematics, Science Research and Technology Magne",High School,Queens,407,5.52,0.288,5.808,0.7,0.726,0.46,0.257,71.0,61.5,0.162,0.688,0.113,0.015,0.022,113,113,113,285,6,46,280,66,9,1.5,2.673,2.524,0.972,0.842,0.569,0.145,0.111,0.108,0.587,0.625,0.431,Low Graduation
29Q498,Q498,Humanities & Arts Magnet High School,High School,Queens,439,5.827,0.328,6.155,0.684,0.836,0.393,0.48,61.6,65.2,0.062,0.745,0.15,0.016,0.027,122,122,122,300,7,66,327,27,12,2.9,2.622,2.278,0.961,0.86,0.602,0.114,0.171,0.118,0.569,0.846,0.398,Medium Graduation
30Q258,Q258,Energy Tech High School,High School,Queens,533,7.61,0.292,7.902,0.631,0.881,0.817,0.789,77.8,70.9,0.167,0.094,0.578,0.124,0.037,109,109,109,336,66,308,50,89,20,6.1,3.014,3.054,0.986,0.911,0.739,0.026,0.163,0.038,0.544,0.639,0.261,Medium Graduation
30Q286,Q286,"Young Women's Leadership School, Astoria",High School,Queens,320,6.134,0.314,6.448,0.729,1.0,0.892,0.682,81.2,66.2,0.366,0.075,0.394,0.156,0.009,74,74,74,233,50,126,24,117,3,3.9,3.318,3.238,0.967,0.937,0.822,0.034,0.131,0.038,0.634,0.757,0.178,High Graduation
30Q301,Q301,Academy for Careers in Television and Film,High School,Queens,562,7.381,0.157,7.538,0.531,0.978,0.806,0.964,82.0,75.7,0.071,0.117,0.559,0.187,0.066,139,139,139,298,105,314,66,40,37,6.5,3.131,2.967,0.985,0.931,0.808,0.016,0.214,0.034,0.423,0.824,0.192,High Graduation
30Q445,Q445,William Cullen Bryant High School,High School,Queens,2344,30.726,1.928,32.654,0.802,0.753,0.555,0.419,68.8,65.2,0.262,0.067,0.515,0.137,0.019,632,632,632,1880,321,1207,157,614,45,7.9,2.843,2.762,0.962,0.881,0.703,0.186,0.147,0.1,0.689,0.647,0.297,Low Graduation
30Q450,Q450,Long Island City High School,High School,Queens,2252,36.08,2.001,38.08,0.796,0.769,0.536,0.589,73.9,64.2,0.146,0.103,0.674,0.059,0.018,549,549,549,1793,133,1518,232,329,41,7.1,2.818,2.682,0.952,0.876,0.648,0.114,0.165,0.079,0.715,0.774,0.352,Low Graduation
30Q501,Q501,Frank Sinatra School of the Arts High School,High School,Queens,853,10.911,0.143,11.054,0.356,0.941,0.849,0.859,87.8,77.9,0.114,0.132,0.331,0.359,0.064,185,185,185,304,306,282,113,97,55,1.9,3.594,3.562,0.973,0.923,0.789,0.008,0.188,0.021,0.256,0.941,0.211,Medium Graduation
30Q502,Q502,Information Technology High School,High School,Queens,1011,13.909,0.684,14.593,0.761,0.765,0.617,0.47,76.9,63.6,0.208,0.111,0.595,0.073,0.013,230,230,230,769,74,602,112,210,13,0.8,2.79,2.776,0.963,0.88,0.693,0.073,0.193,0.099,0.681,0.906,0.307,Low Graduation
30Q555,Q555,Newcomers High School,High School,Queens,828,11.787,0.617,12.404,0.973,0.682,0.433,0.512,65.4,70.4,0.279,0.01,0.639,0.058,0.014,289,289,289,806,48,529,8,231,12,0.9,1.852,2.221,0.96,0.889,0.711,0.783,0.008,0.221,0.591,0.881,0.289,Low Graduation
30Q575,Q575,Academy of American Studies,High School,Queens,1007,9.853,0.115,9.969,0.532,0.968,0.889,0.884,84.1,73.7,0.256,0.044,0.352,0.346,0.002,216,216,216,536,348,354,44,258,2,7.9,3.485,3.551,0.959,0.925,0.78,0.026,0.074,0.019,0.436,0.833,0.22,High Graduation
30Q580,Q580,Baccalaureate School for Global Education,High School,Queens,412,6.542,0.014,6.556,0.435,0.982,0.982,0.982,91.4,70.3,0.444,0.051,0.218,0.255,0.032,55,55,55,179,105,90,21,183,13,12.4,3.865,4.02,0.969,0.962,0.932,0.024,0.102,0.012,0.35,0.906,0.068,High Graduation
31R028,R028,The Eagle Academy for Young Men of Staten Island,High School,Staten Island,54,4.847,0.294,5.141,0.7,0.836,0.565,0.485,73.367,56.5,0.093,0.556,0.278,0.074,-0.001,149,149,149,38,4,15,30,5,0,5.1,2.353,2.083,0.973,0.89,0.569,0.056,0.426,0.037,0.556,0.759,0.431,Medium Graduation
31R047,R047,CSI High School for International Studies,High School,Staten Island,496,6.706,0.068,6.774,0.374,1.0,0.962,0.862,89.8,81.6,0.167,0.073,0.198,0.54,0.022,105,105,105,186,268,98,36,83,11,8.9,3.484,3.418,0.976,0.949,0.857,0.0,0.149,0.014,0.284,0.893,0.143,High Graduation
31R064,R064,Gaynor McCown Expeditionary Learning School,High School,Staten Island,434,6.877,0.15,7.027,0.384,0.933,0.73,0.421,80.0,69.8,0.021,0.09,0.221,0.597,0.071,89,89,89,167,259,96,39,9,31,10.1,3.051,2.835,0.971,0.918,0.753,0.007,0.27,0.018,0.281,0.794,0.247,Medium Graduation
31R080,R080,The Michael J. Petrides School,High School,Staten Island,457,18.686,0.749,19.435,0.446,0.945,0.725,0.665,79.1,62.6,0.094,0.245,0.217,0.438,0.006,109,109,109,204,200,99,112,43,3,15.3,3.118,2.997,0.964,0.915,0.735,0.004,0.274,0.018,0.322,0.884,0.265,Medium Graduation
31R440,R440,New Dorp High School,High School,Staten Island,3051,41.415,2.502,43.917,0.55,0.843,0.61,0.618,76.3,67.4,0.095,0.102,0.271,0.519,0.013,705,705,705,1678,1583,827,311,290,40,20.1,2.993,2.815,0.962,0.912,0.825,0.045,0.232,0.051,0.449,0.832,0.175,Medium Graduation
31R445,R445,Port Richmond High School,High School,Staten Island,1564,22.33,1.78,24.109,0.723,0.723,0.465,0.463,69.4,61.1,0.077,0.233,0.455,0.214,0.021,361,361,361,1131,335,712,364,120,33,1.1,2.78,2.519,0.967,0.84,0.598,0.092,0.276,0.104,0.621,0.837,0.402,Low Graduation
31R450,R450,Curtis High School,High School,Staten Island,2586,31.739,2.21,33.949,0.735,0.789,0.594,0.563,67.8,62.6,0.07,0.359,0.406,0.134,0.031,655,655,655,1901,347,1050,928,181,80,4.0,2.891,2.656,0.966,0.861,0.64,0.082,0.191,0.1,0.617,0.879,0.36,Low Graduation
31R455,R455,Tottenville High School,High School,Staten Island,3654,46.979,1.123,48.103,0.313,0.923,0.766,0.638,85.3,69.2,0.054,0.016,0.116,0.804,0.01,927,927,927,1144,2938,424,58,197,37,5.1,3.257,3.263,0.962,0.915,0.756,0.016,0.207,0.026,0.24,0.889,0.244,Medium Graduation
31R460,R460,Susan E. Wagner High School,High School,Staten Island,3383,42.039,1.566,43.606,0.516,0.885,0.691,0.597,83.1,65.2,0.151,0.103,0.272,0.461,0.013,771,771,771,1746,1560,920,348,511,44,1.9,3.201,3.042,0.958,0.91,0.765,0.039,0.213,0.04,0.424,0.865,0.235,Medium Graduation
31R600,R600,Ralph R. McKee Career and Technical Education High,High School,Staten Island,795,13.572,1.023,14.595,0.709,0.729,0.514,0.653,81.3,67.6,0.047,0.272,0.482,0.189,0.01,144,144,144,564,150,383,216,37,8,12.1,2.672,2.465,0.96,0.84,0.555,0.065,0.326,0.059,0.615,0.733,0.445,Low Graduation
31R605,R605,Staten Island Technical High School,High School,Staten Island,1331,14.262,0.212,14.474,0.348,1.0,1.0,1.0,94.2,89.4,0.509,0.007,0.026,0.452,0.006,323,323,323,463,602,35,9,677,8,5.9,4.115,4.316,0.967,0.962,0.922,0.0,0.013,0.011,0.243,0.902,0.078,High Graduation
32K168,K168,The Brooklyn School for Math and Research,High School,Brooklyn,277,4.088,0.229,4.317,0.809,0.877,0.646,0.423,77.9,73.7,0.051,0.477,0.422,0.025,0.025,65,65,65,224,7,117,132,14,7,8.1,2.787,2.849,0.982,0.901,0.64,0.097,0.177,0.119,0.7,0.65,0.36,Medium Graduation
32K403,K403,Academy for Environmental Leadership,High School,Brooklyn,238,5.296,0.339,5.634,0.885,0.716,0.284,0.104,55.8,58.1,0.042,0.155,0.756,0.042,0.005,67,67,67,211,10,180,37,10,1,4.4,2.412,2.199,0.976,0.837,0.543,0.437,0.193,0.214,0.739,0.857,0.457,Low Graduation
32K545,K545,EBC High School for Public Service - Bushwick,High School,Brooklyn,479,7.797,0.517,8.314,0.903,0.814,0.372,0.279,67.7,62.9,0.002,0.094,0.881,0.021,0.002,129,129,129,433,10,422,45,1,1,7.9,2.54,2.253,0.948,0.828,0.487,0.196,0.23,0.148,0.839,0.784,0.513,Medium Graduation
32K549,K549,The Brooklyn School for Social Justice,High School,Brooklyn,335,6.174,0.554,6.728,0.923,0.721,0.212,0.264,60.4,57.9,0.012,0.194,0.746,0.033,0.015,104,104,104,309,11,250,65,4,5,5.0,2.439,2.176,0.964,0.79,0.466,0.358,0.224,0.185,0.8,0.613,0.534,Low Graduation
